,Date,Form,New,Matters_level01,Matters_level2
399,1604-05-01T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
401,1604-06-23T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
402,1604-07-03T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
403,1604-08-07T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
404,1604-08-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
405,1604-11-03T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
406,1604-11-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
408,1605-02-16T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
409,1605-03-01T00:00:00Z,Verordnung,True,5 Land Divisions,Land Real Estate
410,1605-03-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
413,1605-05-01T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
414,1605-05-02T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
416,1605-06-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
417,1605-06-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Craft and trade
418,1605-07-22T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
419,1605-07-29T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
420,1605-07-30T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
421,1605-07-30T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
423,1605-08-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
425,1605-10-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
426,1605-11-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
427,1605-11-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
428,1605-12-20T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
429,1606-01-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
430,1606-01-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
431,1606-01-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
435,1606-03-15T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
436,1606-03-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
438,1606-05-02T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
440,1606-07-05T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
441,1606-07-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
442,1606-08-08T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
445,1606-09-12T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
447,1606-11-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Craft and trade
448,1606-11-20T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
450,1607-01-15T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
451,1607-01-15T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
452,1607-01-31T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Craft and trade
453,1607-02-22T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
454,1607-02-23T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
455,1607-03-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
456,1607-03-27T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
457,1607-04-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
458,1607-04-22T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
459,1607-04-22T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
460,1607-11-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
461,1607-11-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
462,1607-11-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
463,1607-11-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
464,1607-11-20T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
465,1607-11-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
467,1608-01-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Craft and trade
468,1608-01-14T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
469,1608-01-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
470,1608-01-22T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
471,1608-01-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
472,1608-03-09T00:00:00Z,"Mandat, Ordnung, Ansehen",True,1 Social Order and Religion,Matters of Religion
474,1608-04-07T00:00:00Z,Verordnung,True,1 Social Order and Religion,Abundance and Luxury
475,1608-04-07T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
477,1608-04-11T00:00:00Z,Verordnung,True,1 Social Order and Religion,Guardianship
478,1608-04-14T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
479,1608-04-28T00:00:00Z,Verordnung,True,1 Social Order and Religion,Abundance and Luxury
480,1608-04-28T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
481,1608-07-13T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Agriculture
483,1608-08-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
484,1608-08-31T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
485,1608-09-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
486,1608-09-17T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
488,1608-10-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
489,1608-11-05T00:00:00Z,Verordnung,True,1 Social Order and Religion,Abundance and Luxury
491,1608-11-14T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
492,1608-11-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
493,1608-12-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
496,1609-02-06T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
498,1609-02-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
499,1609-03-01T00:00:00Z,Ordnung,True,1 Social Order and Religion,Marginal Groups
500,1609-03-02T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
501,1609-03-02T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
504,1609-03-22T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
505,1609-04-06T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
506,1609-04-27T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
507,1609-04-28T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
508,1609-05-16T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
509,1609-05-26T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
510,1609-06-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
511,1609-07-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
512,1609-08-05T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
513,1609-08-19T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
515,1609-08-28T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
516,1609-08-29T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
519,1609-10-27T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Agriculture
521,1609-12-21T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
522,1609-12-29T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
523,1609-12-30T00:00:00Z,Ordnung,True,1 Social Order and Religion,Marginal Groups
524,1610-12-01T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
525,1610-02-05T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
527,1610-03-01T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
528,1610-03-09T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
529,1610-04-11T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
533,1610-07-31T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
535,1610-12-04T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
536,1610-12-04T00:00:00Z,Verordnung,True,1 Social Order and Religion,Abundance and Luxury
537,1611-01-09T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
538,1611-01-09T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
539,1611-01-12T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
541,1611-01-23T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
542,1611-02-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
543,1611-02-16T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
544,1611-02-23T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
546,1611-03-13T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
547,1611-04-08T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
548,1611-04-11T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
549,1611-04-11T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
553,1611-07-08T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
554,1611-07-29T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
555,1611-08-08T00:00:00Z,Verordnung,True,5 Land Divisions,Land Real Estate
556,1611-08-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
559,1612-03-24T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
560,1612-05-08T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
561,1612-05-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
562,1612-05-12T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
563,1612-07-01T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
564,1612-07-28T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
565,1612-08-18T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
566,1612-11-05T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
567,1612-11-05T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
568,1612-12-04T00:00:00Z,Verordnung,True,1 Social Order and Religion,Abundance and Luxury
569,1613-01-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
570,1613-01-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
571,1613-02-15T00:00:00Z,Mandat,True,4 Economic order. Work and professional regulations,Trade and Services
572,1613-03-24T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
576,1613-06-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Craft and trade
577,1613-06-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
578,1613-07-23T00:00:00Z,Ausschreiben,True,4 Economic order. Work and professional regulations,Monetary and Credit System
579,1613-07-24T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
580,1613-08-26T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
583,1613-09-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
584,1613-10-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
585,1613-11-13T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
586,1613-11-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
587,1613-12-06T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
